"trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","Inc_Ms"
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Headland(SC) + Bond (adj)","sulphur (SC)",2400,4,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Headland(SC) + Freeway (adj)","sulphur (SC)",2400,5,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Headland(SC) + Bond (adj) + Freeway (adj)","sulphur (SC)",2400,6,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Barmac sulphur (WP)","sulphur (WP)",2400,7,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Barmac sulphur (WP) + Chemwet (adj)","sulphur (WP)",2400,8,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Barmac sulphur (WP) + Guard (adj)","sulphur (WP)",2400,9,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Barmac sulphur (WP) + Bond (adj)","sulphur (WP)",2400,10,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Barmac sulphur (WP) + Freeway (adj)","sulphur (WP)",2400,11,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/01",2002,"Bongeen_2","Emerald","RB",NA,NA,NA,1,3,NA,NA,NA,NA,NA,"2002-02-07","Barmac sulphur (WP)  + Bond (adj) + Freeway (adj)","sulphur (WP)",2400,12,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-03-18","2002-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","First fungicide application had 22mm of rain 5 hours after",37333,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,6,"2002-01-29",NA,NA,NA,NA,"2002-03-19","control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,"2002-05-15","2002-04-17",3.5,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",-37285,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,6,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Headland(SC)","sulphur (SC)",2400,2,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",9,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Headland(SC) + Chemwet (adj)","sulphur (SC)",2400,3,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Headland(SC) + Guard (adj)","sulphur (SC)",2400,4,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",1.67,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Headland(SC) + Bond (adj)","sulphur (SC)",2400,5,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Headland(SC) + Freeway (adj)","sulphur (SC)",2400,6,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Headland(SC) + Bond (adj) + Freeway (adj)","sulphur (SC)",2400,7,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Barmac sulphur (WP)","sulphur (WP)",2400,8,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",1.67,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Barmac sulphur (WP) + Chemwet (adj)","sulphur (WP)",2400,9,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",1.67,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Barmac sulphur (WP) + Guard (adj)","sulphur (WP)",2400,10,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",1.67,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Barmac sulphur (WP) + Bond (adj)","sulphur (WP)",2400,11,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Barmac sulphur (WP) + Freeway (adj)","sulphur (WP)",2400,12,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",2,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/02",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-01-29",NA,NA,NA,NA,"2002-03-19","Barmac sulphur (WP)  + Bond (adj) + Freeway (adj)","sulphur (WP)",2400,13,"2002-02-07","2002-02-19",NA,NA,NA,NA,NA,2,"2002-05-15","2002-04-17",1.67,"1-9",0.42,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",106,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,6,"2002-02-12",NA,NA,NA,NA,"2002-04-04","control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,"2002-05-30","2002-04-17",3.67,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",-37299,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,6,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Headland(SC)","sulphur (SC)",2400,1,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",2.33,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",51,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Headland(SC) + Chemwet (adj)","sulphur (SC)",2400,2,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",1.67,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Headland(SC) + Guard (adj)","sulphur (SC)",2400,3,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",2,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Headland(SC) + Bond (adj)","sulphur (SC)",2400,4,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",2.67,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Headland(SC) + Freeway (adj)","sulphur (SC)",2400,5,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",2,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Headland(SC) + Bond (adj) + Freeway (adj)","sulphur (SC)",2400,6,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",2,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Barmac sulphur (WP)","sulphur (WP)",2400,7,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",2,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Barmac sulphur (WP) + Chemwet (adj)","sulphur (WP)",2400,8,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",1.67,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Barmac sulphur (WP) + Guard (adj)","sulphur (WP)",2400,9,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",1.67,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Barmac sulphur (WP) + Bond (adj)","sulphur (WP)",2400,10,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",1.95,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Barmac sulphur (WP) + Freeway (adj)","sulphur (WP)",2400,11,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",1.67,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/03",2002,"Hermitage","Emerald","RB",NA,NA,NA,0.75,3,"2002-02-12",NA,NA,NA,NA,"2002-04-04","Barmac sulphur (WP)  + Bond (adj) + Freeway (adj)","sulphur (WP)",2400,12,"2002-04-04",NA,NA,NA,NA,NA,NA,1,"2002-05-30","2002-04-17",1.33,"1-9",0.45,"lsd (P=0.05)",NA,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",107,NA,NA,NA,NA,NA
"mung0102/04",2002,"Kingaroy","Emerald","RB",NA,NA,NA,0.9,8,"2002-02-12",NA,NA,NA,NA,"2002-04-05","control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,"2002-05-17","2002-04-18",2.63,"1-9",0.32,"lsd (P=0.05)",0.945,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",94,NA,NA,NA,NA,NA
"mung0102/04",2002,"Kingaroy","Emerald","RB",NA,NA,NA,0.9,8,"2002-02-12",NA,NA,NA,NA,"2002-04-05","Headland(SC)","sulphur (SC)",2400,2,"2002-04-05",NA,NA,NA,NA,NA,NA,1,"2002-05-17","2002-04-18",1,"1-9",0.32,"lsd (P=0.05)",1.041,NA,NA,NA,NA,0.096,0.101587302,"No","disease rating scale was transformed from 1-5 to 1-9",94,NA,NA,NA,NA,NA
"mung0102/04",2002,"Kingaroy","Emerald","RB",NA,NA,NA,0.9,8,"2002-02-12",NA,NA,NA,NA,"2002-04-05","Barmac sulphur (WP)","sulphur (WP)",2400,3,"2002-04-05",NA,NA,NA,NA,NA,NA,1,"2002-05-17","2002-04-18",1,"1-9",0.32,"lsd (P=0.05)",0.959,NA,NA,NA,NA,0.014,0.014814815,"No","disease rating scale was transformed from 1-5 to 1-9",94,NA,NA,NA,NA,NA
"mung0304/01",2002,"Redvale","Berken","RB",NA,NA,NA,0.9,7,"2004-02-21",NA,NA,NA,NA,"2004-03-23","control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,"2004-04-28","2004-04-19",4.29,"1-9",0.29,"lsd (P=0.05)",0.814,NA,NA,NA,NA,NA,NA,"No","disease rating scale was transformed from 1-5 to 1-9",67,NA,NA,NA,NA,NA
"mung0304/01",2002,"Redvale","Berken","RB",NA,NA,NA,0.9,7,"2004-02-21",NA,NA,NA,NA,"2004-03-23","Headland(SC)","sulphur (SC)",2400,2,"2004-03-23","2004-04-07",NA,NA,NA,NA,NA,2,"2004-04-28","2004-04-19",1.71,"1-9",0.29,"lsd (P=0.05)",0.939,NA,NA,NA,NA,0.125,0.153562654,"No","disease rating scale was transformed from 1-5 to 1-9",67,NA,NA,NA,NA,NA
"mung0304/01",2002,"Redvale","Berken","RB",NA,NA,NA,0.9,7,"2004-02-21",NA,NA,NA,NA,"2004-03-23","Agtiva Ultra sulphur fertiliser","sulphur (Ultra SC)",2400,3,"2004-03-23","2004-04-07",NA,NA,NA,NA,NA,2,"2004-04-28","2004-04-19",2.14,"1-9",0.29,"lsd (P=0.05)",0.962,NA,NA,NA,NA,0.148,0.181818182,"No","disease rating scale was transformed from 1-5 to 1-9",67,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,"2010-05-19","2010-04-29",6.667,"1-9",17.9,"cv%",1.428,NA,NA,12.5,"cv%",NA,NA,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","Kendon","sulphur",2400,2,"2010-03-12","2010-03-26","2010-04-09",NA,NA,NA,NA,3,"2010-05-19","2010-04-29",2.667,"1-9",17.9,"cv%",1.465,NA,NA,103.217,"cv%",0.071,0.050932568,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","Kendon","sulphur",2400,3,"2010-03-12",NA,NA,NA,NA,NA,NA,1,"2010-05-19","2010-04-29",6,"1-9",17.9,"cv%",1.379,NA,NA,103.217,"cv%",-0.015,-0.010760402,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","Kendon","sulphur",2400,4,"2010-03-26",NA,NA,NA,NA,NA,NA,1,"2010-05-19","2010-04-29",4.33,"1-9",17.9,"cv%",1.536,NA,NA,103.217,"cv%",0.142,0.101865136,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","carbendazim","carbendazim",250,5,"2010-03-26",NA,NA,NA,NA,NA,NA,1,"2010-05-19","2010-04-29",3,"1-9",17.9,"cv%",1.542,NA,NA,103.217,"cv%",0.148,0.106169297,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,"2010-05-19","2010-04-29",4,"1-9",17.9,"cv%",1.381,NA,NA,103.217,"cv%",NA,NA,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","Kendon","sulphur",2400,2,"2010-03-12","2010-03-26","2010-04-09",NA,NA,NA,NA,3,"2010-05-19","2010-04-29",1,"1-9",17.9,"cv%",1.249,NA,NA,103.217,"cv%",-0.145,-0.104017217,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
"mung0910/02",2010,"Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,"2010-01-29",NA,NA,NA,NA,"2010-03-26","Kendon","sulphur",2400,3,"2010-03-12",NA,NA,NA,NA,NA,NA,1,"2010-05-19","2010-04-29",3.333,"1-9",17.9,"cv%",1.395,NA,NA,103.217,"cv%",0.001,0.000717,"No","GenStat analysis file available",110,NA,NA,NA,NA,NA
