"trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","Inc_Ms"
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,506666.666666667,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.10055596464823,NA,0.725081741379952,0.277904723731686,"stdev",NA,NA,NA,NA,NA,159.833333333333,4.90747728811182,185.666666666667,4.61880215351701,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,530666.666666667,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.92185223946871,NA,0.725081741379952,0.101013161524192,"stdev",NA,NA,NA,NA,NA,197.166666666667,21.7791949652262,229.333333333333,22.1885856541902,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,349333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97393626606095,NA,0.725081741379952,0.102065625157643,"stdev",NA,NA,NA,NA,NA,164.5,7.76208734813001,191.666666666667,8.50490054811538,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,381333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",1.85921909000592,NA,0.725081741379952,0.256319119067201,"stdev",NA,NA,NA,NA,NA,168.666666666667,18.9230899520489,197,25.1197133741609,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,372000,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",1.86099263358939,NA,0.725081741379952,0.00686587820632398,"stdev",NA,NA,NA,NA,NA,198.5,17.3493515728975,228.333333333333,19.5021366350801,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,197666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",1.48855231515785,NA,0.725081741379952,0.175677835374705,"stdev",NA,NA,NA,NA,NA,188.166666666667,16.5630109984065,219.333333333333,20.0333056017556,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,283666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.49809569835384,NA,0.725081741379952,0.18180481893208,"stdev",NA,NA,NA,NA,NA,175.166666666667,9.07377172587747,205.333333333333,13.2035348802256,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,217666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.38905793764705,NA,0.725081741379952,0.293054951492058,"stdev",NA,NA,NA,NA,NA,186.833333333333,7.50555349946513,216.666666666667,7.09459888459759,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,490666.666666667,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.2661069846946,NA,0.725081741379952,0.141102829081939,"stdev",NA,NA,NA,NA,NA,161.166666666667,11.5144836329439,188.333333333333,13.0128141972954,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,476000,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.10169943137247,NA,0.725081741379952,0.310761335659169,"stdev",NA,NA,NA,NA,NA,174.166666666667,51.8105523357292,198,51.4198405287298,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,497333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.52625284274188,NA,0.725081741379952,0.188779919435209,"stdev",NA,NA,NA,NA,NA,158.333333333333,3.685557397916,186.666666666667,5.5075705472861,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,333333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.09220980833125,NA,0.725081741379952,0.134149302500991,"stdev",NA,NA,NA,NA,NA,176,10.816653826392,205.666666666667,13.5030860670194,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,357333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,7.66666666666667,"1-9",0.577350269189626,"stdev",2.17948109067472,NA,0.725081741379952,0.265791885527053,"stdev",NA,NA,NA,NA,NA,149.666666666667,18.6435869224067,175.333333333333,22.5018517756502,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,325333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.00060078831778,NA,0.725081741379952,0.120379430529852,"stdev",NA,NA,NA,NA,NA,191.5,11.8215904175369,219.333333333333,11.7189305541646,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,232000,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.31375406993473,NA,0.725081741379952,0.333517355667345,"stdev",NA,NA,NA,NA,NA,185.833333333333,13.5677313259562,217.333333333333,12.7017059221718,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,205666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97373902422586,NA,0.725081741379952,0.35696524856472,"stdev",NA,NA,NA,NA,NA,153.166666666667,4.04145188432738,181,5.19615242270663,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,202333.333333333,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.79883941613374,NA,0.725081741379952,0.126436219638748,"stdev",NA,NA,NA,NA,NA,188,16.5755844542508,219.333333333333,15.5349069303081,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,476000,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.64218375646934,NA,0.725081741379952,0.43817446085645,"stdev",NA,NA,NA,NA,NA,202.333333333333,7.50555349946513,222.666666666667,7.02376916856849,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,498666.666666667,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.14335383331615,NA,0.725081741379952,0.327015281795923,"stdev",NA,NA,NA,NA,NA,199.333333333333,11.8988794990677,220,11.13552872566,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,480000,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.87778011636532,NA,0.725081741379952,0.347365488873788,"stdev",NA,NA,NA,NA,NA,207.333333333333,4.61880215351701,228.333333333333,2.88675134594813,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,324666.666666667,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.13698198834897,NA,0.725081741379952,0.0996425832154559,"stdev",NA,NA,NA,NA,NA,204.333333333333,4.90747728811182,224.666666666667,4.61880215351701,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,367333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.82789865751201,NA,0.725081741379952,0.224483263458863,"stdev",NA,NA,NA,NA,NA,207.333333333333,4.61880215351701,228.333333333333,2.88675134594813,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,334000,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.78061480009739,NA,0.725081741379952,0.129869576842517,"stdev",NA,NA,NA,NA,NA,218.5,0,238,0,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,206333.333333333,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.84339985025659,NA,0.725081741379952,0.0588898162864905,"stdev",NA,NA,NA,NA,NA,205.333333333333,8.08290376865476,224,10.3923048454133,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,213333.333333333,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.75638996486353,NA,0.725081741379952,0.0813250526946666,"stdev",NA,NA,NA,NA,NA,192.833333333333,37.3374253709778,214,34.8711915483254,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,233666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.53367038318096,NA,0.725081741379952,0.0640989934731192,"stdev",NA,NA,NA,NA,NA,218.5,0,238,0,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,517333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.27194278731698,NA,0.725081741379952,0.333679514716822,"stdev",NA,NA,NA,NA,NA,205,12.2780291578087,225.333333333333,12.5033328890074,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,449333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.31214436313543,NA,0.725081741379952,0.192459855619862,"stdev",NA,NA,NA,NA,NA,201.666666666667,8.25126252965771,223,6.557438524302,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,430666.666666667,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,7.66666666666667,"1-9",0.577350269189626,"stdev",2.27791368868079,NA,0.725081741379952,0.191768782824962,"stdev",NA,NA,NA,NA,NA,214.333333333333,19.3412340178525,232.666666666667,24.8260615751539,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,346000,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97413836034495,NA,0.725081741379952,0.148316113900157,"stdev",NA,NA,NA,NA,NA,215.666666666667,4.90747728811182,235.333333333333,4.61880215351701,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,305333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.11259340897551,NA,0.725081741379952,0.144431978488176,"stdev",NA,NA,NA,NA,NA,204.333333333333,4.90747728811182,224.666666666667,4.61880215351701,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,345333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.35690258922655,NA,0.725081741379952,0.356546273248747,"stdev",NA,NA,NA,NA,NA,215.666666666667,4.90747728811182,235.333333333333,4.61880215351701,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,190666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.71399910210255,NA,0.725081741379952,0.119935710040522,"stdev",NA,NA,NA,NA,NA,205,4.35889894354067,225.333333333333,4.50924975282289,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,209666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.79216546387105,NA,0.725081741379952,0.10568039848986,"stdev",NA,NA,NA,NA,NA,202.833333333333,16.0104132780304,223.333333333333,15.0111069989303,12576.4356481482
"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,201666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.74243535534903,NA,0.725081741379952,0.209405420974889,"stdev",NA,NA,NA,NA,NA,207.5,9.52627944162882,229.333333333333,7.50555349946513,12576.4356481482
